AllStar,Year,Player,PER,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,SsnScr,SsnScr_norm,PosGrp,Percentile
False,2018,John Henson,15.7,2.8,2.2,4.9,0.12,-1.4,1.8,0.4,1.2,0.3496504652855967,0.5882734070100064,FrontCourt,0.23333333333333328
False,2018,Juan Hernangómez,9.7,0.2,0.1,0.4,0.061,-1.1,-2.2,-3.3,-0.1,0.17887271405458263,0.3009464346974819,FrontCourt,0.75
False,2018,Willy Hernangómez,21.2,1.1,0.7,1.8,0.174,0.1,0.8,0.9,0.4,0.24643262195300036,0.41461337108843316,FrontCourt,0.5466666666666666
False,2018,Mario Hezonja,13.7,0.5,1.8,2.3,0.066,-1.0,0.2,-0.8,0.5,0.33233735267810505,0.5591447635482053,FrontCourt,0.30000000000000004
False,2018,Isaiah Hicks,6.8,-0.1,0.1,0.0,-0.003,-4.3,-1.4,-5.6,-0.2,0.15605949824363424,0.2625640799678828,FrontCourt,0.83
False,2018,Buddy Hield,16.1,1.3,1.5,2.8,0.067,1.2,-1.4,-0.2,0.9,0.3845277646691696,0.646953116527692,BackCourt,0.1166666666666667
False,2018,Nenę Hilário,16.4,1.5,1.1,2.6,0.163,-1.5,0.7,-0.8,0.2,0.24440031273687035,0.4111940893045691,FrontCourt,0.5566666666666666
False,2018,George Hill,13.3,2.3,0.9,3.2,0.085,0.3,-0.9,-0.6,0.6,0.31883515099298293,0.5364278305649898,BackCourt,0.3125
False,2018,Solomon Hill,4.8,-0.2,0.2,-0.1,-0.013999999999999999,-4.4,0.6,-3.8,-0.1,0.1392065465009791,0.2342096393932677,FrontCourt,0.9
False,2018,Darrun Hilliard,3.4,-0.1,0.1,0.0,-0.015,-6.2,-1.3,-7.5,-0.1,0.1205415525409704,0.20280650775519912,BackCourt,0.9375
False,2018,Jrue Holiday,17.8,4.2,2.9,7.1,0.11599999999999999,1.8,0.3,2.1,3.0,0.46978983868024504,0.7904032638806086,BackCourt,0.029166666666666674
False,2018,Justin Holiday,10.8,0.1,1.6,1.7,0.036000000000000004,-1.0,-0.3,-1.3,0.4,0.3537729890170581,0.5952093940077801,BackCourt,0.1875
False,2018,John Holland,5.9,-0.3,0.1,-0.2,-0.05,-4.7,-2.6,-7.3,-0.2,0.15505807367669136,0.2608792218013769,FrontCourt,0.8433333333333333
False,2018,Rondae Hollis-Jefferson,16.9,2.1,2.0,4.1,0.10300000000000001,-1.5,1.1,-0.4,0.8,0.36109097470070817,0.607521622355753,FrontCourt,0.21666666666666667
False,2018,Richaun Holmes,17.4,1.6,1.3,2.8,0.183,-0.2,1.9,1.7,0.7,0.2422364399357315,0.4075534568689094,FrontCourt,0.5633333333333334
False,2018,Rodney Hood,14.3,1.2,1.5,2.7,0.081,0.2,-2.2,-2.0,0.0,0.31390157645595007,0.5281272819034356,BackCourt,0.3291666666666667
False,2018,Scotty Hopson,-4.6,0.0,0.0,0.0,-0.23800000000000002,-14.7,-6.0,-20.7,0.0,0.08255606464234036,0.13889739107545374,BackCourt,0.9875
True,2018,Al Horford,17.6,4.0,3.8,7.8,0.165,1.1,2.9,4.0,3.5,0.39592669132026026,0.6661313704785827,FrontCourt,0.11333333333333329
False,2018,Danuel House,12.4,0.4,0.1,0.6,0.066,-1.2,-1.5,-2.7,-0.1,0.18152074541441535,0.3054016452136347,BackCourt,0.7208333333333333
False,2018,Dwight Howard,20.5,2.9,3.9,6.8,0.132,-2.0,1.7,-0.3,1.1,0.48526528636506777,0.8164401070666164,FrontCourt,0.030000000000000027
False,2018,Josh Huestis,5.4,-0.5,1.0,0.5,0.024,-4.6,0.7,-3.9,-0.5,0.22007307201887016,0.37026444612894466,FrontCourt,0.6266666666666667
False,2018,R.J. Hunter,8.5,0.0,0.1,0.0,0.022000000000000002,-3.0,-1.6,-4.5,0.0,0.15491759473555491,0.26064287140713965,BackCourt,0.825
False,2018,Vince Hunter,35.8,0.0,0.0,0.0,0.09699999999999999,-3.1,-5.9,-9.0,0.0,0.18322213681985355,0.30826417055853067,FrontCourt,0.7433333333333334
False,2018,Serge Ibaka,14.7,2.1,3.0,5.1,0.11699999999999999,-0.8,0.6,-0.2,0.9,0.38184781279059454,0.642444200971282,FrontCourt,0.14
False,2018,Andre Iguodala,11.2,1.6,1.6,3.2,0.094,-0.7,0.9,0.2,0.9,0.2875015298541031,0.48371022286418597,FrontCourt,0.44666666666666666
False,2018,Ersan ?lyasova,14.9,2.2,1.9,4.0,0.11199999999999999,0.2,-0.1,0.1,0.9,0.3444638247033235,0.5795470844988151,FrontCourt,0.2533333333333333
False,2018,Joe Ingles,14.4,4.0,3.6,7.6,0.141,2.1,1.0,3.1,3.3,0.4040341659077804,0.6797718834232798,FrontCourt,0.09333333333333338
False,2018,Andre Ingram,16.3,0.1,0.1,0.2,0.157,0.4,0.9,1.3,0.1,0.1711541686902419,0.28796028015330527,BackCourt,0.7666666666666666
False,2018,Brandon Ingram,13.8,1.0,1.8,2.8,0.068,-1.6,0.3,-1.3,0.4,0.3458486838423406,0.5818770565275183,FrontCourt,0.2433333333333333
True,2018,Kyrie Irving,25.0,6.3,2.7,8.9,0.222,6.9,-0.7,6.2,4.0,0.4091853629342853,0.6884385735204506,BackCourt,0.08333333333333337
False,2018,Jonathan Isaac,9.8,-0.6,0.8,0.2,0.021,-4.9,3.1,-1.8,0.0,0.1942598617558306,0.3268347165705969,FrontCourt,0.6933333333333334
False,2018,Wesley Iwundu,7.8,0.0,0.7,0.7,0.032,-3.7,0.2,-3.5,-0.4,0.21765286188058877,0.36619253602133467,FrontCourt,0.6366666666666667
False,2018,Jarrett Jack,11.5,0.5,0.7,1.2,0.036000000000000004,-1.9,-1.7,-3.5,-0.6,0.2893117191624519,0.4867557964797841,BackCourt,0.4
False,2018,Aaron Jackson,2.4,0.0,0.0,0.0,-0.017,-4.6,-3.0,-7.7,-0.1,0.11326443166991625,0.1905630328765315,BackCourt,0.9541666666666667
False,2018,Demetrius Jackson,5.4,-0.2,0.1,-0.1,-0.047,-6.4,1.0,-5.5,-0.1,0.15334587833527366,0.257998519251361,BackCourt,0.8458333333333333
False,2018,Josh Jackson,11.8,-2.0,1.2,-0.7,-0.018000000000000002,-3.1,-1.2,-4.3,-1.1,0.37213236033561925,0.6260983273524274,FrontCourt,0.17333333333333334
False,2018,Justin Jackson,9.2,0.4,0.5,1.0,0.031,-2.0,-1.5,-3.5,-0.6,0.2588581388695668,0.4355188235219041,FrontCourt,0.52
False,2018,Reggie Jackson,15.9,1.1,0.9,2.0,0.078,0.8,-2.3,-1.5,0.2,0.2874410668685287,0.4836084962255762,BackCourt,0.4125
True,2018,LeBron James,28.6,11.0,3.0,14.0,0.221,7.6,2.0,9.6,8.9,0.5943672807899835,1.0,FrontCourt,0.0033333333333332993
False,2018,Mike James,13.9,-0.1,0.3,0.2,0.017,-0.9,-1.8,-2.6,-0.1,0.22941478549727606,0.3859815183506687,BackCourt,0.5541666666666667
False,2018,Al Jefferson,20.2,0.8,0.8,1.6,0.158,-1.7,1.3,-0.5,0.2,0.22193236352569023,0.3733926322975185,FrontCourt,0.6233333333333333
False,2018,Richard Jefferson,6.4,0.1,0.0,0.1,0.028999999999999998,-3.8,-2.0,-5.9,-0.2,0.14690239870351277,0.24715761356894064,FrontCourt,0.8633333333333333
False,2018,Brandon Jennings,12.7,0.0,0.1,0.1,0.026000000000000002,-2.0,-1.7,-3.8,-0.1,0.18501425159183763,0.3112793344645959,BackCourt,0.7083333333333333
False,2018,Jonas Jerebko,13.2,1.8,1.6,3.4,0.14400000000000002,-0.3,-0.3,-0.6,0.4,0.28229900744104053,0.47495717978592666,FrontCourt,0.4633333333333334
False,2018,Amir Johnson,14.9,2.1,2.0,4.1,0.16899999999999998,-0.2,3.1,2.9,1.5,0.30402613787598576,0.5115122378067305,FrontCourt,0.3933333333333333
False,2018,Brice Johnson,18.2,0.0,0.2,0.2,0.08199999999999999,-4.9,2.0,-2.8,0.0,0.16278427578591526,0.2738782585231744,FrontCourt,0.8066666666666666
False,2018,Dakari Johnson,16.4,0.4,0.2,0.6,0.17800000000000002,-0.9,1.2,0.3,0.1,0.16706976004332394,0.28108842031356224,FrontCourt,0.7833333333333333
False,2018,James Johnson,15.8,2.2,2.8,5.0,0.12300000000000001,0.0,1.7,1.7,1.8,0.3703787583569177,0.62314795973399,FrontCourt,0.18333333333333335
False,2018,Joe Johnson,8.1,-0.3,1.3,1.0,0.04,-3.4,-0.4,-3.8,-0.5,0.24837537447655098,0.4178819771950285,FrontCourt,0.54
False,2018,Omari Johnson,10.5,0.1,0.0,0.1,0.053,-0.6,-2.2,-2.8,0.0,0.13605937474913496,0.2289146444405489,FrontCourt,0.91
False,2018,Stanley Johnson,9.0,-0.6,2.4,1.8,0.046,-2.6,1.1,-1.5,0.2,0.3070541287399971,0.516606715517527,FrontCourt,0.3833333333333333
False,2018,Tyler Johnson,13.0,1.9,2.3,4.2,0.09699999999999999,-0.1,-0.1,-0.2,0.9,0.34107375916464394,0.5738434301284504,BackCourt,0.25
False,2018,Wesley Johnson,9.8,-0.1,1.7,1.7,0.055,-2.0,2.3,0.3,0.9,0.29631856102260995,0.49854453735873216,FrontCourt,0.41000000000000003
False,2018,Nikola Jokic,24.4,7.8,2.9,10.7,0.21100000000000002,4.8,2.3,7.1,5.6,0.49157484621249237,0.8270556978828513,FrontCourt,0.023333333333333317
False,2018,Damian Jones,6.8,0.0,0.1,0.1,0.031,-4.9,-1.7,-6.6,-0.1,0.13181957569408095,0.22178134623910886,FrontCourt,0.92
False,2018,Derrick Jones,10.1,0.1,0.2,0.4,0.075,-2.7,0.7,-2.0,0.0,0.15736414826095138,0.2647591032463901,FrontCourt,0.8233333333333334
False,2018,Jalen Jones,10.3,0.0,0.2,0.1,0.027000000000000003,-3.5,-2.9,-6.4,-0.2,0.15653850713373846,0.26336999392981475,FrontCourt,0.8266666666666667
False,2018,Tyus Jones,14.1,2.3,1.2,3.6,0.11699999999999999,0.8,-0.3,0.5,0.9,0.29455265204753567,0.49557346369409977,BackCourt,0.38749999999999996
False,2018,DeAndre Jordan,20.2,6.0,3.4,9.4,0.18600000000000003,0.5,1.6,2.1,2.5,0.44192873124136045,0.7435280263980641,FrontCourt,0.053333333333333344
False,2018,Cory Joseph,11.0,1.2,2.0,3.1,0.068,-1.3,0.1,-1.2,0.5,0.32677346333454704,0.5497837345626209,BackCourt,0.29166666666666663
False,2018,Frank Kaminsky,14.4,2.3,1.3,3.6,0.094,0.3,-1.2,-0.9,0.5,0.33228981449810335,0.5590647823959142,FrontCourt,0.30333333333333334
False,2018,Enes Kanter,24.0,5.5,2.1,7.6,0.198,2.4,0.1,2.5,2.1,0.39309688177180524,0.6613703251789594,FrontCourt,0.1166666666666667
False,2018,Luke Kennard,12.1,1.1,1.4,2.6,0.085,-1.1,-0.4,-1.5,0.2,0.2881234667490343,0.48475660767545037,BackCourt,0.4041666666666667
False,2018,Michael Kidd-Gilchrist,12.5,1.7,1.6,3.3,0.084,-2.0,0.3,-1.7,0.1,0.29093207035448143,0.4894819747947746,FrontCourt,0.43000000000000005
False,2018,Sean Kilpatrick,11.6,-0.2,0.3,0.1,0.008,-2.5,-3.6,-6.1,-0.7,0.22942316205453553,0.38599561158481904,BackCourt,0.55
False,2018,Maxi Kleber,13.4,1.6,1.2,2.8,0.113,-1.0,1.2,0.2,0.7,0.28074610724127363,0.4723444851609754,FrontCourt,0.47
False,2018,Furkan Korkmaz,3.4,-0.1,0.1,0.0,-0.006,-5.0,-1.8,-6.9,-0.1,0.1257768843203544,0.21161475132544683,BackCourt,0.925
False,2018,Luke Kornet,13.6,0.2,0.3,0.5,0.077,0.1,0.1,0.2,0.2,0.18831139872255492,0.31682665720136394,FrontCourt,0.73
False,2018,Kyle Korver,13.4,2.8,0.6,3.4,0.10400000000000001,2.2,-2.0,0.1,0.9,0.32305446199451265,0.5435266584074675,BackCourt,0.3041666666666667
False,2018,Kosta Koufos,17.5,2.3,1.5,3.9,0.134,-0.8,1.4,0.5,0.9,0.3052080741792298,0.5135007999995771,FrontCourt,0.39
False,2018,Kyle Kuzma,14.2,1.5,2.3,3.8,0.077,-0.3,-1.0,-1.3,0.4,0.4012316659868822,0.6750567855175313,FrontCourt,0.10666666666666669
False,2018,Mindaugas Kuzminskas,-41.1,0.0,0.0,0.0,-1.065,-36.7,-12.7,-49.4,0.0,0.0480498333424206,0.08084198928069655,FrontCourt,0.9933333333333333
False,2018,Skal Labissičre,14.3,0.4,1.0,1.4,0.054000000000000006,-2.7,0.1,-2.6,-0.2,0.2902028800273381,0.4882551402251224,FrontCourt,0.43333333333333335
False,2018,Jeremy Lamb,17.0,3.0,1.9,4.9,0.12,1.2,-0.2,0.9,1.5,0.37005207117420985,0.6225983211632502,BackCourt,0.14166666666666672
False,2018,Shane Larkin,10.3,0.3,1.1,1.4,0.087,-2.3,0.1,-2.2,0.0,0.2223176568970548,0.3740408735177493,BackCourt,0.575
False,2018,Joffrey Lauvergne,16.5,0.6,0.7,1.3,0.12,-1.4,-0.1,-1.6,0.1,0.2180559804068981,0.3668707673764886,FrontCourt,0.6333333333333333
False,2018,Zach LaVine,14.6,-0.1,0.5,0.3,0.025,-0.6,-2.0,-2.7,-0.1,0.2216857887914735,0.37297777982803365,BackCourt,0.5791666666666666
False,2018,Jake Layman,4.9,-0.3,0.2,-0.1,-0.021,-5.3,0.4,-5.0,-0.1,0.14676066808569138,0.24691915727701116,FrontCourt,0.8666666666666667
False,2018,T.J. Leaf,10.7,0.5,0.3,0.8,0.08199999999999999,-1.9,-2.9,-4.8,-0.3,0.19143204565868385,0.32207702517582787,FrontCourt,0.7033333333333334
False,2018,Courtney Lee,13.0,2.7,1.2,3.9,0.08199999999999999,0.8,-0.7,0.0,1.2,0.3479718657219483,0.5854492280588748,BackCourt,0.22083333333333333
False,2018,Damion Lee,12.0,0.0,0.4,0.4,0.046,-1.7,-0.4,-2.1,0.0,0.17598142653487875,0.29608195508504254,BackCourt,0.75
False,2018,Walt Lemon,6.9,-0.1,0.0,-0.1,-0.071,-7.5,-4.2,-11.7,-0.1,0.15313838404451427,0.2576494181190046,BackCourt,0.85
False,2018,Alex Len,19.4,3.2,1.3,4.5,0.154,-0.3,1.1,0.8,1.0,0.33489941556487196,0.5634553354278714,FrontCourt,0.29333333333333333
False,2018,Kawhi Leonard,26.0,0.3,0.5,0.9,0.196,2.7,3.2,5.9,0.4,0.19730367345603878,0.3319558122274146,FrontCourt,0.6866666666666666
False,2018,Meyers Leonard,17.8,0.7,0.3,1.1,0.2,1.2,-0.2,0.9,0.2,0.2022764138531463,0.3403222559362577,FrontCourt,0.6766666666666667
False,2018,Jon Leuer,8.9,0.0,0.1,0.1,0.05,-5.6,-0.4,-5.9,-0.1,0.14136837290875745,0.23784682885111438,FrontCourt,0.8933333333333333
False,2018,Caris LeVert,14.2,0.7,1.6,2.3,0.057999999999999996,-0.3,-0.2,-0.5,0.7,0.3586766253224581,0.6034595727505979,FrontCourt,0.22333333333333338
False,2018,DeAndre Liggins,6.0,-0.2,0.7,0.5,0.034,-3.4,1.2,-2.2,0.0,0.1994317970628862,0.33553629802404006,BackCourt,0.6541666666666667
True,2018,Damian Lillard,25.2,9.9,2.7,12.6,0.22699999999999998,7.7,-1.0,6.7,5.9,0.4970951699972977,0.8363434294980037,BackCourt,0.012499999999999956
False,2018,Jeremy Lin,15.9,0.0,0.0,0.0,0.087,-3.1,-10.4,-13.5,-0.1,0.15161369992771856,0.25508419596416254,BackCourt,0.8583333333333334
False,2018,Shaun Livingston,11.6,0.9,0.9,1.8,0.077,-2.6,-0.9,-3.5,-0.4,0.25638541923451935,0.43135856821350127,BackCourt,0.4833333333333333
False,2018,Kevon Looney,14.8,1.5,1.3,2.8,0.145,-0.9,2.1,1.2,0.7,0.25392415572282845,0.4272175873902978,FrontCourt,0.53
False,2018,Brook Lopez,16.5,1.9,1.9,3.8,0.105,0.3,0.2,0.5,1.1,0.373600931355463,0.6285691413883076,FrontCourt,0.16000000000000003
False,2018,Robin Lopez,14.7,1.2,0.7,1.9,0.055,-1.7,-0.3,-1.9,0.0,0.31368712519266656,0.5277664759334325,FrontCourt,0.36
False,2018,Kevin Love,22.4,4.7,1.6,6.4,0.185,2.7,-1.5,1.3,1.4,0.3812539992925051,0.6414451326892928,FrontCourt,0.1433333333333333
True,2018,Kyle Lowry,19.5,7.0,3.1,10.2,0.19399999999999998,5.4,0.5,5.9,5.0,0.4560614465927994,0.7673057742792311,BackCourt,0.050000000000000044
False,2018,Timothé Luwawu-Cabarrot,7.0,0.1,0.7,0.8,0.046,-2.3,-2.4,-4.7,-0.5,0.2227535382350068,0.3747742270384422,FrontCourt,0.6166666666666667
False,2018,Tyler Lydon,0.0,0.0,0.0,0.0,-0.013999999999999999,-5.7,-0.8,-6.5,0.0,0.019187368013799107,0.03228200581347085,FrontCourt,1.0
False,2018,Trey Lyles,17.9,2.7,1.2,3.9,0.135,0.6,-1.4,-0.8,0.4,0.3245659802369755,0.5460697294871102,FrontCourt,0.32333333333333336
False,2018,Shelvin Mack,13.3,1.0,1.0,1.9,0.069,-1.2,-1.2,-2.4,-0.1,0.29090934678282204,0.48944374326286866,BackCourt,0.39583333333333337
False,2018,Josh Magette,11.9,0.3,0.1,0.4,0.092,-2.3,-3.1,-5.4,-0.2,0.17005548255565786,0.2861117831547428,BackCourt,0.7708333333333334
False,2018,Ian Mahinmi,12.2,0.8,1.4,2.2,0.09300000000000001,-2.3,1.6,-0.7,0.4,0.3058859369148654,0.5146412778783974,FrontCourt,0.3866666666666667
False,2018,Thon Maker,10.2,0.3,1.1,1.5,0.055999999999999994,-2.7,0.0,-2.7,-0.2,0.2756430043396345,0.4637587115718631,FrontCourt,0.48
False,2018,Boban Marjanovic,26.0,1.0,0.5,1.5,0.215,-0.3,-0.3,-0.6,0.1,0.24191682786374546,0.4070157218987724,FrontCourt,0.5666666666666667
False,2018,Lauri Markkanen,15.6,1.7,1.6,3.3,0.079,-0.6,-1.3,-1.9,0.1,0.3659942004027691,0.6157711102743073,FrontCourt,0.19666666666666666
False,2018,Jarell Martin,10.5,0.1,1.2,1.3,0.038,-3.0,0.0,-3.0,-0.4,0.31416487567701934,0.5285702726762778,FrontCourt,0.3566666666666667
False,2018,Frank Mason,13.0,0.0,0.6,0.5,0.027000000000000003,-2.0,-1.4,-3.4,-0.4,0.2523513359436175,0.42457137884207413,BackCourt,0.48750000000000004
False,2018,Mangok Mathiang,18.0,0.0,0.0,0.1,0.183,-4.1,-5.8,-9.8,0.0,0.12801097855123433,0.2153735286052301,FrontCourt,0.9333333333333333
False,2018,Wesley Matthews,11.4,1.0,1.6,2.6,0.059000000000000004,0.2,-0.2,0.1,1.1,0.33330414046566775,0.5607713466708121,FrontCourt,0.29666666666666663
False,2018,Luc Mbah a Moute,10.3,0.8,2.1,2.8,0.087,-1.5,1.5,0.0,0.8,0.2842581673857668,0.4782533907451207,FrontCourt,0.45666666666666667
False,2018,James Michael McAdoo,7.4,0.0,0.0,0.0,0.023,-4.3,-4.4,-8.7,0.0,0.14414953302094513,0.2425260233526879,FrontCourt,0.8833333333333333
False,2018,Patrick McCaw,7.4,-0.3,0.8,0.6,0.028999999999999998,-2.9,-0.5,-3.4,-0.3,0.2182326155854857,0.3671679492441594,BackCourt,0.5916666666666667
False,2018,CJ McCollum,17.0,3.7,2.9,6.6,0.10800000000000001,1.4,-1.0,0.4,1.8,0.4537075097433422,0.7633453664210991,BackCourt,0.054166666666666696
False,2018,T.J. McConnell,12.5,1.3,2.5,3.8,0.10800000000000001,-1.8,1.1,-0.7,0.5,0.3111157519027072,0.5234402396598918,BackCourt,0.3416666666666667
False,2018,Erik McCree,-8.9,-0.1,0.0,-0.1,-0.33399999999999996,-17.2,2.5,-14.7,0.0,0.07902638687013491,0.13295884451294093,FrontCourt,0.98
False,2018,Chris McCullough,15.8,0.1,0.1,0.2,0.081,-3.8,-1.9,-5.7,-0.1,0.15598888331664498,0.262445273079833,FrontCourt,0.8333333333333334
False,2018,Doug McDermott,10.4,1.7,0.6,2.3,0.063,-0.7,-1.7,-2.4,-0.2,0.2979630080118122,0.5013112559220699,FrontCourt,0.4066666666666666
False,2018,JaVale McGee,22.3,1.7,1.1,2.7,0.212,0.4,2.1,2.6,0.7,0.26541013921643514,0.44654231111725073,FrontCourt,0.5
False,2018,Rodney McGruder,12.0,0.5,0.3,0.8,0.125,0.1,-0.7,-0.6,0.1,0.1617920137615331,0.2722088159807394,BackCourt,0.7916666666666666
False,2018,Trey McKinney-Jones,0.0,0.0,0.0,0.0,-0.001,-5.8,-0.1,-5.9,0.0,0.024402046376237534,0.04105550080718502,BackCourt,1.0
False,2018,Alfonzo McKinnie,10.1,0.0,0.1,0.1,0.084,-1.3,-1.8,-3.1,0.0,0.16504484010299558,0.277681570700917,FrontCourt,0.7933333333333333
False,2018,Ben McLemore,9.7,-0.2,0.7,0.5,0.023,-2.1,-1.4,-3.6,-0.4,0.26223043221248526,0.4411925768591273,BackCourt,0.4708333333333333
False,2018,Josh McRoberts,-12.5,0.0,0.0,0.0,-0.19,-9.8,-2.4,-12.2,0.0,0.05601013894296017,0.09423489608734209,FrontCourt,0.99
False,2018,Jodie Meeks,12.4,1.3,0.8,2.0,0.087,-0.4,-2.5,-2.8,-0.2,0.2716196384374164,0.4569895537930725,BackCourt,0.4541666666666667
False,2018,Salah Mejri,17.8,1.3,1.3,2.7,0.175,-2.2,5.3,3.1,0.9,0.271533024665174,0.4568438294656377,FrontCourt,0.4933333333333333
False,2018,Jordan Mickey,10.6,-0.1,0.4,0.3,0.054000000000000006,-5.5,0.4,-5.1,-0.2,0.17641614534124317,0.29681335269122744,FrontCourt,0.76
False,2018,Khris Middleton,17.4,4.6,2.3,6.9,0.111,1.6,-1.2,0.4,1.8,0.47809821419458315,0.804381784877416,FrontCourt,0.033333333333333326
False,2018,C.J. Miles,13.0,1.4,1.5,2.9,0.10300000000000001,1.7,-2.2,-0.5,0.5,0.3103868654961374,0.5222139164248696,FrontCourt,0.37
False,2018,Darius Miller,9.3,2.1,0.9,3.0,0.075,0.5,-1.6,-1.0,0.5,0.3163660302411822,0.5322736302386881,FrontCourt,0.35
False,2018,Malcolm Miller,8.9,0.1,0.1,0.2,0.087,-0.5,-1.5,-2.0,0.0,0.1729410853109121,0.2909666983704978,FrontCourt,0.7766666666666666
False,2018,Patty Mills,11.8,2.0,2.1,4.1,0.09300000000000001,0.9,-1.3,-0.4,0.9,0.3458270289496521,0.5818406230067167,BackCourt,0.22916666666666663
False,2018,Paul Millsap,17.0,1.4,1.1,2.5,0.107,0.1,0.7,0.8,0.8,0.2877354891507063,0.484103850346998,FrontCourt,0.44333333333333336
False,2018,Nikola Mirotic,18.7,2.2,1.8,4.0,0.128,1.4,-0.7,0.6,1.0,0.34152460538869506,0.5746019614921754,FrontCourt,0.2666666666666667
False,2018,Donovan Mitchell,16.7,1.4,3.8,5.2,0.095,1.3,-0.2,1.1,2.1,0.4611380073515291,0.7758468917377532,BackCourt,0.04583333333333328
False,2018,Naz Mitrou-Long,133.8,0.1,0.0,0.1,2.7119999999999997,68.6,-14.2,54.4,0.0,0.18909535896169677,0.3181456400331576,BackCourt,0.6916666666666667
False,2018,Malik Monk,10.3,-0.5,0.5,0.0,0.0,-1.0,-3.4,-4.5,-0.5,0.24741385655589027,0.41626426042000225,BackCourt,0.5083333333333333
False,2018,Greg Monroe,21.2,1.8,1.6,3.4,0.155,0.1,2.3,2.4,1.2,0.3014271509095114,0.5071395425886828,FrontCourt,0.4033333333333333
False,2018,Luis Montero,-15.5,-0.1,0.0,-0.1,-0.445,-23.7,-2.1,-25.9,0.0,0.07271678856755966,0.12234318899739999,BackCourt,0.9916666666666667
False,2018,Ben Moore,-2.3,0.0,0.0,0.0,0.07200000000000001,-5.3,0.3,-5.0,0.0,0.03951176099799153,0.06647701223640001,FrontCourt,0.9966666666666667
False,2018,E'Twaun Moore,12.1,2.8,1.6,4.4,0.081,0.6,-0.8,-0.2,1.2,0.3649370343555382,0.6139924692195275,BackCourt,0.15833333333333333
False,2018,Eric Moreland,13.9,0.7,1.6,2.3,0.135,-3.1,5.8,2.6,0.9,0.2577828800801978,0.4337097421270805,FrontCourt,0.5233333333333333
False,2018,Jaylen Morris,6.5,-0.2,0.1,-0.1,-0.053,-6.1,-1.0,-7.1,-0.1,0.1185896302613992,0.19952247388816513,BackCourt,0.9416666666666667
False,2018,Marcus Morris,14.5,1.1,2.2,3.2,0.10800000000000001,-1.1,-0.6,-1.7,0.1,0.30205684859442206,0.5081989846294251,FrontCourt,0.4
False,2018,Markieff Morris,13.2,1.2,2.1,3.3,0.08,-1.0,0.5,-0.5,0.7,0.36493994917348654,0.6139973732881776,FrontCourt,0.20666666666666667
False,2018,Monte Morris,27.1,0.1,0.0,0.2,0.312,3.6,-1.6,2.0,0.0,0.1695468161124328,0.28525597150483334,BackCourt,0.775
False,2018,Johnathan Motley,17.2,0.1,0.2,0.3,0.084,-2.8,-2.1,-4.9,-0.1,0.15792541389306022,0.2657034110006172,FrontCourt,0.8166666666666667
False,2018,Timofey Mozgov,12.3,0.1,0.3,0.4,0.055,-3.8,-0.3,-4.1,-0.2,0.2076911785139221,0.3494323884011184,FrontCourt,0.6633333333333333
False,2018,Emmanuel Mudiay,11.5,-0.8,0.7,0.0,-0.002,-2.6,-2.1,-4.7,-0.9,0.284520234115328,0.47869430789858997,BackCourt,0.41666666666666663
False,2018,Shabazz Muhammad,15.4,0.5,0.2,0.7,0.081,-1.8,-4.1,-5.9,-0.4,0.1904655900977304,0.320451001011663,FrontCourt,0.7133333333333334
False,2018,Xavier Munford,-2.1,-0.1,0.0,-0.1,-0.19699999999999998,-9.4,-4.4,-13.7,-0.1,0.10956702243015119,0.18434228459635907,BackCourt,0.9625
False,2018,Dejounte Murray,15.1,-0.2,3.4,3.2,0.087,-2.2,3.4,1.2,1.4,0.3497809613969393,0.5884929616785762,BackCourt,0.21250000000000002
False,2018,Jamal Murray,16.1,4.3,1.2,5.5,0.10300000000000001,1.8,-2.0,-0.2,1.2,0.42110878518230094,0.7084992710611496,BackCourt,0.06666666666666665
False,2018,Mike Muscala,14.4,1.5,0.9,2.4,0.109,0.0,0.2,0.2,0.6,0.273923445537987,0.4608656202843312,FrontCourt,0.4866666666666667
False,2018,Abdel Nader,5.1,-0.9,0.8,-0.1,-0.013999999999999999,-5.9,0.3,-5.6,-0.5,0.19139913428207936,0.32202165305547703,FrontCourt,0.7066666666666667
False,2018,Larry Nance,20.2,3.5,2.3,5.8,0.196,0.9,2.4,3.3,1.9,0.32349694525266487,0.5442711194039814,FrontCourt,0.33333333333333337
False,2018,Shabazz Napier,14.2,1.2,2.0,3.2,0.10099999999999999,-0.2,0.3,0.2,0.8,0.31153569242987744,0.5241467733819569,BackCourt,0.33333333333333337
False,2018,Jameer Nelson,8.1,-0.1,0.7,0.6,0.027999999999999997,-2.6,-1.5,-4.0,-0.5,0.24235335760896132,0.40775016633965017,BackCourt,0.5208333333333333
False,2018,Raul Neto,11.9,0.3,0.6,0.9,0.086,-2.1,-1.1,-3.2,-0.1,0.20558449233585713,0.34588797025066953,BackCourt,0.6291666666666667
False,2018,Georges Niang,9.2,-0.1,0.1,0.0,-0.028999999999999998,-5.5,1.4,-4.0,0.0,0.14475174392657375,0.24353921994861796,FrontCourt,0.8766666666666667
False,2018,Joakim Noah,15.6,0.0,0.1,0.1,0.07200000000000001,-2.4,3.4,1.0,0.0,0.16647860461723135,0.2800938241350733,FrontCourt,0.7866666666666666
False,2018,Nerlens Noel,16.2,0.4,1.0,1.3,0.135,-3.5,4.5,1.0,0.4,0.20778361138253165,0.34958790313350185,FrontCourt,0.6599999999999999
