AllStar,Year,Player,PER,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,SsnScr,SsnScr_norm,PosGrp,Percentile
False,2019,Álex Abrines,6.3,0.1,0.6,0.6,0.053,-2.4,-0.9,-3.4,-0.2,0.17929688188941253,0.28621461021559486,BackCourt,0.7066115702479339
False,2019,Quincy Acy,2.9,-0.1,0.0,-0.1,-0.022000000000000002,-5.7,-0.3,-5.9,-0.1,0.15327867721230926,0.2446813150924831,FrontCourt,0.8576388888888888
False,2019,Jaylen Adams,7.6,-0.1,0.2,0.1,0.011000000000000001,-3.1,-1.3,-4.4,-0.3,0.17997997870000193,0.2873050490749998,BackCourt,0.6983471074380165
False,2019,Steven Adams,18.5,5.1,4.0,9.1,0.163,0.6,2.1,2.7,3.2,0.41259768912117245,0.658636589344083,FrontCourt,0.07638888888888884
False,2019,Bam Adebayo,17.9,3.4,3.4,6.8,0.171,-0.6,3.6,3.0,2.4,0.3543197567962736,0.5656065516280355,FrontCourt,0.19791666666666663
False,2019,Deng Adel,2.7,-0.2,0.0,-0.2,-0.054000000000000006,-5.3,-2.0,-7.3,-0.3,0.13997190658357403,0.22343949466260601,FrontCourt,0.9305555555555556
False,2019,DeVaughn Akoon-Purcell,8.2,-0.1,0.0,0.0,-0.051,-4.4,0.8,-3.6,0.0,0.1409531725862615,0.22500590598843284,BackCourt,0.8760330578512396
True,2019,LaMarcus Aldridge,22.9,6.4,2.9,9.3,0.16699999999999998,1.2,0.5,1.6,2.5,0.4731972752915903,0.7553727219093458,FrontCourt,0.03819444444444442
False,2019,Rawle Alkins,8.1,-0.1,0.0,-0.1,-0.042,-4.1,-2.5,-6.5,-0.1,0.13574206656718799,0.21668733032596707,BackCourt,0.8884297520661157
False,2019,Grayson Allen,7.5,-0.4,0.4,0.0,0.002,-3.7,-3.1,-6.8,-0.5,0.181341364172876,0.28947825146628375,BackCourt,0.6900826446280992
False,2019,Jarrett Allen,18.5,4.4,3.3,7.6,0.175,-0.7,3.2,2.5,2.4,0.38262253733654866,0.6107867533972371,FrontCourt,0.13888888888888884
False,2019,Kadeem Allen,16.2,0.7,0.2,1.0,0.111,0.5,-1.6,-1.1,0.1,0.1922555007107776,0.3069006700946344,BackCourt,0.6487603305785123
False,2019,Al-Farouq Aminu,13.2,3.0,2.8,5.8,0.121,0.1,0.8,0.9,1.7,0.35947796528033515,0.5738406860709705,FrontCourt,0.1840277777777778
False,2019,Justin Anderson,11.2,0.1,0.4,0.4,0.043,-2.6,-0.7,-3.2,-0.1,0.1964011657635492,0.3135184645295387,FrontCourt,0.6979166666666667
False,2019,Kyle Anderson,12.8,0.8,1.8,2.7,0.1,-2.1,3.3,1.2,1.0,0.25494818121403684,0.4069780441377506,FrontCourt,0.4722222222222222
False,2019,Ryan Anderson,4.6,-0.3,0.0,-0.2,-0.035,-4.5,-2.0,-6.4,-0.4,0.15688160835778775,0.2504327343172345,FrontCourt,0.8506944444444444
False,2019,Ike Anigbogu,-6.0,-0.1,0.0,-0.1,-0.48,-22.5,8.5,-14.0,0.0,0.11733944759671237,0.1873109219909384,FrontCourt,0.9583333333333334
True,2019,Giannis Antetokounmpo,30.9,8.9,5.5,14.4,0.292,5.7,5.0,10.8,7.6,0.5465912268911669,0.8725327139175252,FrontCourt,0.00347222222222221
False,2019,Kostas Antetokounmpo,-0.9,-0.1,0.0,-0.1,-0.247,-15.9,2.7,-13.3,0.0,0.10014965282251362,0.15987056519757306,FrontCourt,0.96875
False,2019,Carmelo Anthony,10.9,0.1,0.2,0.3,0.048,-3.1,-2.8,-5.9,-0.3,0.16735988341716176,0.2671593799802655,FrontCourt,0.8159722222222222
False,2019,OG Anunoby,9.8,0.3,1.7,2.0,0.07,-1.3,0.1,-1.2,0.3,0.24855664920006068,0.39677513472413906,FrontCourt,0.5034722222222222
False,2019,Ryan Arcidiacono,11.6,2.8,0.9,3.7,0.09,-0.1,-1.0,-1.0,0.5,0.2973267598743324,0.4746276777784997,BackCourt,0.29338842975206614
False,2019,Trevor Ariza,12.0,1.3,1.2,2.5,0.052000000000000005,-0.1,-0.4,-0.5,0.9,0.3568647242614214,0.5696691257418337,FrontCourt,0.1909722222222222
False,2019,D.J. Augustin,15.7,5.0,1.9,6.9,0.146,1.7,-2.0,-0.3,1.0,0.3609301087157008,0.5761587669151575,BackCourt,0.15289256198347112
False,2019,Deandre Ayton,20.5,4.1,1.7,5.8,0.128,-0.1,0.2,0.2,1.2,0.3942231114770733,0.6293049438471705,FrontCourt,0.11458333333333337
False,2019,Dwayne Bacon,11.7,0.9,0.3,1.2,0.073,-1.2,-2.4,-3.5,-0.3,0.19934976244248856,0.31822535870556873,BackCourt,0.6322314049586777
False,2019,Marvin Bagley,18.9,2.0,1.6,3.6,0.11,-1.2,-0.7,-1.8,0.1,0.31897805998157014,0.5091900101266779,FrontCourt,0.29513888888888884
False,2019,Ron Baker,2.5,-0.2,0.1,-0.1,-0.034,-5.9,-0.7,-6.6,-0.2,0.13077178476724177,0.2087531863908222,BackCourt,0.9090909090909091
False,2019,Wade Baldwin,1.3,-0.4,0.1,-0.3,-0.153,-9.3,-1.4,-10.7,-0.2,0.14389677126242312,0.22970482176906745,BackCourt,0.8677685950413223
False,2019,Lonzo Ball,11.7,-0.2,1.7,1.6,0.052000000000000005,-0.9,1.5,0.5,0.9,0.2757941529261989,0.4402548173046246,BackCourt,0.3801652892561983
False,2019,Mo Bamba,14.9,0.3,1.4,1.7,0.106,-3.3,3.1,-0.2,0.4,0.23513294190776496,0.3753466463431622,FrontCourt,0.5625
False,2019,J.J. Barea,16.3,0.4,0.6,1.0,0.064,1.1,-2.2,-1.1,0.2,0.239801469465973,0.3827990949372065,BackCourt,0.524793388429752
False,2019,Harrison Barnes,12.8,2.0,1.6,3.6,0.068,-0.6,-1.8,-2.3,-0.2,0.36863278694194346,0.5884546809483975,FrontCourt,0.16666666666666663
False,2019,Will Barton,11.0,0.1,1.1,1.2,0.049,-1.8,-0.5,-2.3,-0.1,0.2547180782157712,0.40661072687453875,FrontCourt,0.4756944444444444
False,2019,Keita Bates-Diop,9.6,0.0,0.4,0.3,0.032,-3.2,0.0,-3.1,-0.1,0.1693516594290436,0.27033888532843514,FrontCourt,0.8020833333333334
False,2019,Nicolas Batum,11.9,2.0,1.7,3.7,0.076,-0.1,0.9,0.8,1.7,0.35102161064877446,0.5603416657912436,FrontCourt,0.20833333333333337
False,2019,Jerryd Bayless,8.5,-0.2,0.2,0.0,-0.003,-2.4,-2.7,-5.1,-0.5,0.18482422318420136,0.29503799753580656,BackCourt,0.6818181818181819
False,2019,Aron Baynes,14.0,1.3,1.1,2.4,0.139,-1.2,1.4,0.2,0.5,0.2482542668238543,0.3962924366814851,FrontCourt,0.5104166666666667
False,2019,Kent Bazemore,11.9,-0.7,1.4,0.7,0.021,-2.2,0.0,-2.2,-0.1,0.3278273917688376,0.5233163464102247,BackCourt,0.2272727272727273
True,2019,Bradley Beal,20.8,5.9,1.7,7.6,0.12,3.9,-1.1,2.8,3.7,0.512037517742521,0.8173740503018213,BackCourt,0.012396694214875992
False,2019,Malik Beasley,14.2,2.9,1.6,4.5,0.115,1.4,-1.9,-0.5,0.7,0.302312770764758,0.48258693032375066,BackCourt,0.26859504132231404
False,2019,Michael Beasley,15.9,-0.1,0.4,0.2,0.039,-3.7,-0.4,-4.0,-0.1,0.18804612796228734,0.3001811779999287,FrontCourt,0.7291666666666667
False,2019,Marco Belinelli,11.9,1.4,1.1,2.5,0.065,0.3,-2.4,-2.1,0.0,0.29507521939763176,0.4710335060721508,BackCourt,0.30165289256198347
False,2019,Jordan Bell,12.9,0.5,1.1,1.6,0.096,-3.1,2.8,-0.4,0.3,0.21426392820757345,0.34203309086555894,FrontCourt,0.6145833333333333
False,2019,DeAndre' Bembry,10.8,-0.9,1.7,0.9,0.022000000000000002,-3.3,1.1,-2.2,-0.1,0.32598135179559445,0.5203694819370874,BackCourt,0.23140495867768596
False,2019,Dragan Bender,9.5,0.0,0.4,0.5,0.027000000000000003,-3.1,-0.3,-3.4,-0.3,0.2227016337450291,0.35550234128457275,FrontCourt,0.6006944444444444
False,2019,Dairis Bert?ns,2.0,-0.2,0.0,-0.2,-0.054000000000000006,-4.2,-3.5,-7.7,-0.2,0.09972891933691008,0.1591989413002822,BackCourt,0.9752066115702479
False,2019,D?vis Bert?ns,13.0,2.6,1.5,4.0,0.11800000000000001,1.6,-0.4,1.2,1.3,0.2882364243386879,0.460116623182089,FrontCourt,0.3506944444444444
False,2019,Patrick Beverley,11.8,2.8,2.0,4.8,0.10800000000000001,1.2,1.2,2.3,2.3,0.34303097452509146,0.547586079751966,BackCourt,0.19834710743801653
False,2019,Khem Birch,19.2,1.8,1.0,2.8,0.212,0.2,2.3,2.4,0.7,0.21347662904085984,0.34077631204291897,FrontCourt,0.6215277777777778
False,2019,Bismack Biyombo,14.4,1.2,0.8,2.0,0.125,-2.5,1.5,-1.1,0.2,0.23800039296641393,0.3799240064088532,FrontCourt,0.5416666666666667
False,2019,Nemanja Bjelica,15.4,2.7,1.9,4.5,0.122,0.8,1.2,2.0,1.8,0.35225716157312986,0.5623139963889058,FrontCourt,0.20138888888888884
False,2019,Antonio Blakeney,10.6,-0.8,0.3,-0.5,-0.03,-4.7,-3.7,-8.4,-1.3,0.20407512984429027,0.32576854169224406,BackCourt,0.6074380165289256
False,2019,Eric Bledsoe,19.3,4.4,3.7,8.2,0.17300000000000001,2.5,1.0,3.5,3.2,0.41675703809952347,0.6652762276581705,BackCourt,0.0826446280991735
False,2019,Jaron Blossomgame,10.2,0.2,0.1,0.3,0.03,-3.1,-1.5,-4.5,-0.3,0.1678250558720629,0.267901942547219,FrontCourt,0.8125
False,2019,Bogdan Bogdanovic,14.1,1.3,1.4,2.7,0.067,0.5,-1.2,-0.7,0.6,0.33188049632606875,0.5297863849785835,BackCourt,0.21900826446280997
False,2019,Bojan Bogdanovic,16.1,3.9,2.8,6.8,0.126,1.4,-1.4,0.0,1.3,0.3975748623310334,0.6346553997731006,FrontCourt,0.10416666666666663
False,2019,Andrew Bogut,13.4,0.1,0.2,0.3,0.111,-4.3,3.1,-1.3,0.0,0.17607400039825344,0.2810698706080645,FrontCourt,0.7743055555555556
False,2019,Jonah Bolden,12.7,0.5,0.9,1.4,0.106,-0.8,2.0,1.2,0.5,0.22857326853150534,0.3648753300617906,FrontCourt,0.5902777777777778
False,2019,Isaac Bonga,6.0,-0.3,0.2,-0.1,-0.059000000000000004,-7.3,3.0,-4.3,-0.1,0.12138105059230378,0.1937626004241576,BackCourt,0.9297520661157025
False,2019,Devin Booker,20.2,3.3,0.3,3.5,0.076,3.8,-3.0,0.8,1.6,0.4391045463525367,0.7009499287093189,BackCourt,0.06198347107438018
False,2019,Chris Boucher,22.2,0.2,0.4,0.7,0.19399999999999998,-1.7,2.8,1.1,0.1,0.2063287950069082,0.3293661050702453,FrontCourt,0.6458333333333333
False,2019,Avery Bradley,7.6,-0.6,1.0,0.3,0.009000000000000001,-1.7,-1.0,-2.8,-0.4,0.2912551855189369,0.46493552212463646,BackCourt,0.31404958677685946
False,2019,Tony Bradley,19.6,0.0,0.1,0.1,0.13,-2.0,1.3,-0.7,0.0,0.1452668059275125,0.2318918310104901,FrontCourt,0.9097222222222222
False,2019,Corey Brewer,11.6,0.4,0.6,1.0,0.095,-1.1,1.0,-0.1,0.2,0.19081627717114946,0.30460321349602026,FrontCourt,0.7222222222222222
False,2019,Mikal Bridges,10.8,1.7,1.2,2.9,0.057999999999999996,-0.5,0.3,-0.2,1.1,0.33471984824552037,0.5343188899185857,FrontCourt,0.26041666666666663
False,2019,Miles Bridges,13.1,1.4,1.5,2.9,0.083,-1.2,0.5,-0.6,0.6,0.2884988103928968,0.46053547442724196,FrontCourt,0.3472222222222222
False,2019,Isaiah Briscoe,6.7,-0.3,0.5,0.3,0.023,-5.0,-0.6,-5.6,-0.5,0.1711217800668446,0.2731645584971146,BackCourt,0.7396694214876033
False,2019,Ryan Broekhoff,10.7,0.5,0.3,0.8,0.086,-0.7,-1.7,-2.3,0.0,0.19166787776852684,0.30596263776748117,BackCourt,0.6528925619834711
False,2019,Malcolm Brogdon,17.8,4.2,2.3,6.5,0.171,1.9,-0.3,1.5,1.6,0.33784530928452067,0.5393081156295673,BackCourt,0.21074380165289253
False,2019,Dillon Brooks,7.6,-0.3,0.3,0.0,-0.004,-4.2,-1.9,-6.1,-0.3,0.160671287500471,0.2564822624921542,FrontCourt,0.8368055555555556
False,2019,MarShon Brooks,11.6,-0.2,0.3,0.1,0.018000000000000002,-2.9,-2.6,-5.6,-0.3,0.17658408084785948,0.2818841205577799,BackCourt,0.7272727272727273
False,2019,Bruce Brown,6.9,-0.1,1.6,1.5,0.048,-3.7,1.7,-2.0,0.0,0.25263131040428327,0.40327958452849477,BackCourt,0.47933884297520657
False,2019,Jaylen Brown,13.5,0.7,2.4,3.0,0.076,-1.5,-0.6,-2.1,0.0,0.32928237586856923,0.5256389618544322,BackCourt,0.22314049586776863
False,2019,Lorenzo Brown,6.3,-0.5,0.3,-0.1,-0.027000000000000003,-5.8,1.5,-4.3,-0.1,0.16542861280508056,0.26407646041338434,BackCourt,0.7644628099173554
False,2019,Sterling Brown,10.9,0.7,1.4,2.1,0.098,-1.6,0.0,-1.6,0.1,0.2300595363402717,0.3672478842137609,BackCourt,0.5371900826446281
False,2019,Troy Brown,11.1,0.2,0.4,0.6,0.039,-2.6,-1.2,-3.7,-0.3,0.20009243313995423,0.3194108963566071,FrontCourt,0.6805555555555556
False,2019,Jalen Brunson,12.8,1.5,1.0,2.6,0.077,-0.8,-1.6,-2.5,-0.2,0.28636066382812614,0.4571223153183339,BackCourt,0.3429752066115702
False,2019,Thomas Bryant,21.0,4.3,1.3,5.6,0.17800000000000002,1.2,0.4,1.6,1.3,0.3304018670149741,0.5274260242881542,FrontCourt,0.2743055555555556
False,2019,Reggie Bullock,10.5,1.6,1.4,3.1,0.078,0.1,-1.0,-0.9,0.5,0.29400681865897715,0.4693280001104984,BackCourt,0.3099173553719008
False,2019,Trey Burke,16.5,1.4,0.5,1.9,0.081,0.7,-3.2,-2.5,-0.1,0.25149159811151284,0.401460242740753,BackCourt,0.49173553719008267
False,2019,Alec Burks,12.7,0.7,0.8,1.5,0.052000000000000005,-1.5,-0.6,-2.2,-0.1,0.27145321072523554,0.43332529869323305,BackCourt,0.40082644628099173
False,2019,Deonte Burton,7.0,-0.2,0.3,0.1,0.027000000000000003,-5.6,-0.6,-6.3,-0.3,0.15126973522793705,0.24147440741543003,BackCourt,0.8347107438016529
False,2019,Jimmy Butler,20.2,5.4,2.5,7.9,0.17300000000000001,2.6,0.6,3.2,2.9,0.38584469990991116,0.6159303453842692,FrontCourt,0.13541666666666663
False,2019,Bruno Caboclo,12.4,0.6,0.9,1.5,0.09,-1.0,1.2,0.2,0.4,0.22924828994732094,0.36595287803350607,FrontCourt,0.5868055555555556
False,2019,José Calderón,7.1,0.0,0.5,0.6,0.043,-4.0,-1.2,-5.1,-0.5,0.19544215274608873,0.31198757601607624,BackCourt,0.6363636363636364
False,2019,Kentavious Caldwell-Pope,12.9,2.3,1.8,4.0,0.095,0.6,-1.2,-0.6,0.7,0.32014472113650955,0.5110523708336566,BackCourt,0.23553719008264462
False,2019,Isaiah Canaan,8.0,0.0,0.1,0.1,0.008,-2.4,-2.7,-5.1,-0.5,0.1929432063679026,0.3079984661328192,BackCourt,0.6446280991735538
False,2019,Clint Capela,23.8,7.8,3.0,10.8,0.23,1.3,1.6,2.9,2.8,0.40998821946500535,0.6544710493043518,FrontCourt,0.07986111111111116
False,2019,DeMarre Carroll,12.1,1.5,1.6,3.1,0.08800000000000001,-1.0,-0.7,-1.7,0.1,0.2954624647128261,0.4716516722431304,FrontCourt,0.33333333333333337
False,2019,Jevon Carter,7.8,-0.7,0.7,0.0,-0.003,-3.8,-0.1,-4.0,-0.3,0.1887246579860889,0.3012643268212324,BackCourt,0.6652892561983471
False,2019,Vince Carter,11.8,1.2,0.7,1.9,0.07,-0.2,-1.4,-1.6,0.1,0.2820583941685176,0.45025453033127133,FrontCourt,0.3819444444444444
False,2019,Wendell Carter,15.2,0.7,1.2,1.9,0.08,-2.4,1.8,-0.5,0.4,0.27056234847244653,0.43190320038482494,FrontCourt,0.42013888888888884
False,2019,Michael Carter-Williams,14.7,0.2,0.6,0.8,0.099,-2.0,2.0,0.0,0.2,0.18825150088320694,0.3005090182272122,BackCourt,0.6735537190082644
False,2019,Alex Caruso,13.9,0.5,0.6,1.0,0.09300000000000001,-0.9,0.0,-0.9,0.2,0.20251982903856003,0.32328578901306115,BackCourt,0.615702479338843
False,2019,Omri Casspi,15.7,0.6,0.7,1.3,0.11900000000000001,-2.0,0.1,-1.8,0.0,0.20354424341778643,0.3249210788137526,FrontCourt,0.65625
False,2019,Willie Cauley-Stein,18.0,3.8,2.9,6.7,0.146,-0.2,2.2,2.0,2.3,0.3958127503547769,0.6318425109647411,FrontCourt,0.10763888888888884
False,2019,Troy Caupain,30.7,0.1,0.0,0.1,0.34700000000000003,9.4,-0.4,8.9,0.0,0.14631923242556377,0.23357183702479486,BackCourt,0.8553719008264463
False,2019,Tyler Cavanaugh,5.0,0.0,0.0,0.0,0.026000000000000002,-4.8,-2.1,-6.9,0.0,0.128238657326256,0.2047095127055467,FrontCourt,0.9479166666666666
False,2019,Tyson Chandler,11.2,0.9,1.2,2.1,0.114,-3.1,1.8,-1.3,0.2,0.23629342404008477,0.37719914337302657,FrontCourt,0.5555555555555556
False,2019,Wilson Chandler,8.5,0.5,1.0,1.5,0.062,-1.3,0.3,-1.0,0.3,0.2442775021529938,0.38994426075006255,FrontCourt,0.5208333333333333
False,2019,Joe Chealey,2.0,0.0,0.0,0.0,-0.08,-9.0,-8.2,-17.2,0.0,0.06650505960128801,0.10616313853627339,BackCourt,0.9917355371900827
False,2019,Chris Chiozza,7.0,0.0,0.0,0.0,0.023,-4.5,-0.2,-4.7,0.0,0.10539608169247362,0.1682455273174699,BackCourt,0.9669421487603306
False,2019,Marquese Chriss,9.2,-0.6,0.4,-0.2,-0.023,-4.8,-1.4,-6.2,-0.5,0.19905871511573478,0.31776075499186607,FrontCourt,0.6840277777777778
False,2019,Gary Clark,9.2,0.3,0.7,1.0,0.071,-2.4,0.6,-1.8,0.0,0.20706228753918887,0.33053699146274956,FrontCourt,0.6423611111111112
False,2019,Ian Clark,8.3,-0.4,0.3,-0.1,-0.003,-2.2,-2.9,-5.1,-0.8,0.22983023209570286,0.3668818420144296,BackCourt,0.5413223140495868
False,2019,Jordan Clarkson,16.8,1.9,-0.1,1.8,0.039,1.5,-3.5,-2.0,0.0,0.3582047941129746,0.5718083016504284,BackCourt,0.16115702479338845
False,2019,John Collins,21.8,5.0,1.0,6.0,0.158,2.6,-1.2,1.4,1.6,0.38248390333706317,0.6105654496260435,FrontCourt,0.14236111111111116
False,2019,Zach Collins,13.5,1.4,1.5,2.9,0.10400000000000001,-0.9,1.0,0.1,0.7,0.28299533316170994,0.45175018171074005,FrontCourt,0.3680555555555556
False,2019,Darren Collison,16.7,3.9,2.9,6.8,0.153,1.2,0.0,1.2,1.8,0.3634961808284228,0.5802550307307259,BackCourt,0.14049586776859502
False,2019,Bonzie Colson,12.9,0.0,0.2,0.2,0.085,-3.3,-1.0,-4.3,-0.1,0.15079436682651798,0.24071556888858442,FrontCourt,0.8784722222222222
False,2019,Mike Conley,21.4,5.7,2.3,8.0,0.16399999999999998,4.8,-1.3,3.4,3.2,0.41696894852386496,0.6656145038114665,BackCourt,0.07851239669421484
False,2019,Pat Connaughton,13.6,2.0,1.9,3.9,0.149,0.4,1.2,1.6,1.2,0.25198437583648,0.40224687206184395,BackCourt,0.487603305785124
False,2019,Quinn Cook,13.1,1.0,0.8,1.8,0.08199999999999999,-0.2,-2.7,-2.9,-0.2,0.2488748770047818,0.39728312708925,BackCourt,0.5041322314049587
False,2019,DeMarcus Cousins,21.4,0.9,1.5,2.4,0.151,0.2,3.4,3.6,1.1,0.2838789312328012,0.45316068408445465,FrontCourt,0.36458333333333337
False,2019,Robert Covington,13.3,0.9,1.6,2.5,0.1,0.4,1.9,2.4,1.3,0.27128486375888683,0.4330565636162662,FrontCourt,0.4131944444444444
False,2019,Allen Crabbe,7.7,-0.2,1.0,0.8,0.035,-1.9,-0.5,-2.5,-0.1,0.2280789499008148,0.36408624096713105,BackCourt,0.5578512396694215
False,2019,Torrey Craig,10.4,1.4,1.7,3.0,0.096,-1.0,0.9,-0.1,0.7,0.2792551385384501,0.4457796465015051,FrontCourt,0.38888888888888884
False,2019,Jamal Crawford,11.7,0.1,0.0,0.2,0.006,-2.0,-4.1,-6.0,-1.2,0.26378768054792984,0.42108868471158756,BackCourt,0.43388429752066116
False,2019,Mitch Creek,20.2,0.1,0.0,0.2,0.196,1.9,-0.3,1.7,0.0,0.1388380188508329,0.22162945071741955,FrontCourt,0.9375
False,2019,Jae Crowder,12.1,1.3,3.1,4.4,0.09699999999999999,0.0,0.4,0.4,1.3,0.33951814518687695,0.5419784915485577,FrontCourt,0.24305555555555558
False,2019,Dante Cunningham,10.2,1.0,0.9,1.9,0.09699999999999999,-1.0,0.8,-0.1,0.4,0.22407884977159864,0.357700814253391,FrontCourt,0.5972222222222222
False,2019,Seth Curry,11.4,1.5,0.9,2.4,0.08199999999999999,0.5,-1.8,-1.3,0.2,0.2557610145637179,0.4082755836035663,BackCourt,0.4628099173553719
True,2019,Stephen Curry,24.4,7.2,2.5,9.7,0.19899999999999998,7.7,-1.4,6.3,4.9,0.46633103392493874,0.7444120260194169,BackCourt,0.024793388429752095
False,2019,Troy Daniels,9.8,0.2,0.1,0.3,0.02,-1.0,-3.4,-4.4,-0.5,0.20932950874609801,0.3341561945808956,BackCourt,0.5909090909090908
True,2019,Anthony Davis,30.3,6.4,3.1,9.5,0.247,4.7,3.9,8.5,4.9,0.4443664414520777,0.709349579830075,FrontCourt,0.04513888888888884
False,2019,Deyonta Davis,15.6,0.3,0.1,0.4,0.145,-1.7,1.0,-0.7,0.0,0.15292243010034035,0.24411263187156962,FrontCourt,0.8611111111111112
False,2019,Ed Davis,17.3,3.3,2.5,5.7,0.191,-1.4,1.7,0.4,0.9,0.3101020946147826,0.4950211582148576,FrontCourt,0.3090277777777778
False,2019,Tyler Davis,0.0,0.0,0.0,0.0,-0.47100000000000003,-15.0,-20.5,-35.5,0.0,0.09655131951043848,0.15412648557115435,FrontCourt,0.9722222222222222
False,2019,Dewayne Dedmon,16.0,2.1,1.9,4.0,0.11900000000000001,-0.4,1.7,1.3,1.3,0.3501217649634369,0.5589052270792646,FrontCourt,0.21180555555555558
False,2019,Sam Dekker,13.3,0.6,0.5,1.0,0.064,-1.5,-0.8,-2.3,-0.1,0.20184073153503307,0.32220173431438415,FrontCourt,0.6701388888888888
False,2019,Ángel Delgado,4.3,0.0,0.0,0.0,-0.055,-8.7,-4.0,-12.7,0.0,0.08927200351204026,0.14250639174039423,FrontCourt,0.9791666666666666
False,2019,Matthew Dellavedova,11.1,0.5,0.0,0.5,0.027999999999999997,-1.3,-4.1,-5.5,-0.7,0.22427760072837477,0.35801808372859995,BackCourt,0.5702479338842975
False,2019,Luol Deng,14.6,0.5,0.3,0.8,0.10099999999999999,-0.2,-0.5,-0.6,0.1,0.18506625692268375,0.2954243600390959,FrontCourt,0.7430555555555556
False,2019,DeMar DeRozan,19.6,3.6,2.6,6.3,0.11199999999999999,0.4,0.5,0.9,2.0,0.4486662026014822,0.7162133604403592,BackCourt,0.04958677685950408
False,2019,Marcus Derrickson,19.4,0.2,0.0,0.2,0.155,3.9,-6.6,-2.8,0.0,0.15936324006900526,0.25439420450812644,FrontCourt,0.8472222222222222
False,2019,Cheick Diallo,17.5,1.4,1.2,2.6,0.14,-2.1,0.5,-1.6,0.1,0.2538780907912483,0.40526984090506546,FrontCourt,0.48611111111111116
False,2019,Hamidou Diallo,10.1,0.1,0.7,0.8,0.069,-4.3,-0.3,-4.7,-0.4,0.18032612669388862,0.287857610904872,BackCourt,0.6942148760330579
False,2019,Gorgui Dieng,18.1,1.5,1.3,2.8,0.132,-0.9,1.4,0.5,0.7,0.28269447433235706,0.45126991573140046,FrontCourt,0.3715277777777778
False,2019,Spencer Dinwiddie,16.3,3.5,1.4,4.8,0.121,1.9,-2.1,-0.2,0.8,0.3445848371393297,0.5500665366220252,BackCourt,0.19421487603305787
False,2019,Donte DiVincenzo,9.1,0.0,0.6,0.6,0.069,-1.9,0.1,-1.8,0.0,0.17907471979292278,0.28585996914665135,BackCourt,0.7148760330578512
False,2019,Luka Doncic,19.6,2.1,2.8,4.9,0.10099999999999999,2.9,1.2,4.1,3.6,0.45204681270251873,0.7216098848648936,BackCourt,0.04132231404958675
False,2019,Tyler Dorsey,11.2,0.2,0.4,0.6,0.043,-1.4,-2.4,-3.8,-0.3,0.20184702180911043,0.3222117755840606,BackCourt,0.6239669421487604
False,2019,Damyean Dotson,10.8,0.7,0.9,1.5,0.037000000000000005,-0.9,-1.4,-2.3,-0.2,0.3016041997402815,0.4814558265508157,BackCourt,0.2727272727272727
False,2019,PJ Dozier,16.0,0.1,0.1,0.1,0.125,-0.5,-0.5,-1.1,0.0,0.1309371011044793,0.20901708362386995,BackCourt,0.9049586776859504
False,2019,Goran Dragic,13.9,0.6,1.0,1.6,0.079,0.1,-1.3,-1.2,0.2,0.2500152683880217,0.39910355292046185,BackCourt,0.5
False,2019,Andre Drummond,23.4,4.1,5.9,10.0,0.18100000000000002,-0.7,3.6,2.9,3.3,0.5068439836745579,0.8090835250386975,FrontCourt,0.01736111111111116
False,2019,Jared Dudley,7.8,0.6,1.2,1.8,0.07,-1.7,1.0,-0.7,0.4,0.24270320934219775,0.3874311908156667,FrontCourt,0.5277777777777778
False,2019,Kris Dunn,12.4,-0.5,1.2,0.6,0.022000000000000002,-2.0,0.3,-1.8,0.1,0.2866694462011966,0.45761522978298325,BackCourt,0.3347107438016529
True,2019,Kevin Durant,24.2,8.6,2.9,11.5,0.204,4.2,0.1,4.3,4.3,0.4989570393760044,0.7964934639934926,FrontCourt,0.02430555555555558
False,2019,Trevon Duval,38.3,0.1,0.0,0.1,0.537,13.8,-4.1,9.7,0.0,0.16464226860512599,0.2628212060201478,BackCourt,0.768595041322314
False,2019,Vince Edwards,3.8,0.0,0.0,0.0,-0.013999999999999999,-4.3,-5.5,-9.8,0.0,0.08802485625824341,0.14051554972816627,FrontCourt,0.9826388888888888
False,2019,Henry Ellenson,13.1,0.2,0.2,0.4,0.077,-2.5,-1.6,-4.0,-0.1,0.1671097292338581,0.26676005467514274,FrontCourt,0.8194444444444444
False,2019,Wayne Ellington,11.8,1.3,1.4,2.6,0.09699999999999999,1.2,-1.0,0.2,0.7,0.26357787070913596,0.4207537617581208,BackCourt,0.4380165289256198
True,2019,Joel Embiid,26.1,4.9,3.8,8.7,0.19399999999999998,2.0,2.1,4.1,3.3,0.5003279587568923,0.798681885521536,FrontCourt,0.02083333333333337
False,2019,James Ennis,11.0,1.6,1.0,2.6,0.10300000000000001,-0.5,-0.2,-0.7,0.4,0.25395278591394443,0.4053890779782493,FrontCourt,0.48263888888888884
False,2019,Drew Eubanks,15.1,0.1,0.2,0.3,0.12,-3.6,1.3,-2.3,0.0,0.16802413263223878,0.26821973210784206,FrontCourt,0.8055555555555556
False,2019,Jacob Evans,3.5,-0.3,0.2,-0.1,-0.03,-5.9,-0.9,-6.9,-0.3,0.11926759654162432,0.1903888583883263,BackCourt,0.9380165289256198
False,2019,Jawun Evans,0.1,-0.2,0.0,-0.2,-0.151,-10.4,-0.1,-10.5,-0.1,0.09929680318309836,0.15850914705942437,BackCourt,0.9793388429752066
