Year,Team,Starter,Player,Tm,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
2019,LEBRON,0,Damian Lillard,POR,0:41,6,17,6,17,0,0,3,3,6,5,2,0,1,0,18,0.353,0.353,
2019,LEBRON,0,Klay Thompson,GSW,22:18,7,16,6,12,0,0,1,7,8,4,1,0,0,2,20,0.438,0.5,
2019,LEBRON,0,Bradley Beal,WAS,17:42,4,11,3,10,0,0,1,0,1,3,1,0,0,0,11,0.364,0.3,
2019,LEBRON,0,Ben Simmons,PHI,16:35,5,5,0,0,0,0,4,2,6,7,1,0,0,0,10,1,,
2019,LEBRON,0,Karl-Anthony Towns,MIN,11:08,5,7,1,3,0,0,2,1,3,1,1,0,0,0,11,0.714,0.333,
2019,LEBRON,0,LaMarcus Aldridge,SAS,10:47,1,2,0,0,0,0,0,4,4,1,0,0,0,0,2,0.5,,
2019,LEBRON,0,Dwyane Wade,MIA,10:27,2,4,1,2,2,2,0,2,2,4,0,0,1,0,7,0.5,0.5,1
2019,LEBRON,0,Anthony Davis,NOP,4:53,2,2,1,1,0,0,0,1,1,0,0,0,0,0,5,1,1,
2019,GIANNIS,1,Stephen Curry,GSW,5:25,6,23,4,17,1,1,1,8,9,7,0,0,2,0,17,0.261,0.235,1
2019,GIANNIS,1,Giannis Antetokounmpo,MIL,3:09,17,23,2,6,2,2,4,7,11,5,1,0,3,2,38,0.739,0.333,1
2019,GIANNIS,1,Paul George,OKC,1:41,7,14,6,12,0,0,0,2,2,4,3,0,0,0,20,0.5,0.5,
2019,GIANNIS,1,Joel Embiid,PHI,23:11,4,12,0,3,2,4,6,6,12,1,1,1,1,2,10,0.333,0,0.5
2019,GIANNIS,1,Kemba Walker,CHO,20:19,2,8,0,5,0,0,0,1,1,8,1,0,0,0,4,0.25,0,
2019,GIANNIS,0,Khris Middleton,MIL,21:37,7,13,6,10,0,0,4,1,5,4,0,0,1,0,20,0.538,0.6,
2019,GIANNIS,0,Blake Griffin,DET,19:41,4,8,2,4,0,0,3,3,6,3,0,0,0,0,10,0.5,0.5,
2019,GIANNIS,0,Russell Westbrook,OKC,19:20,8,20,1,8,0,0,0,4,4,3,1,0,1,0,17,0.4,0.125,
2019,GIANNIS,0,Nikola Jokic,DEN,13:11,3,4,0,0,0,0,3,6,9,0,0,0,1,1,6,0.75,,
2019,GIANNIS,0,Kyle Lowry,TOR,12:44,1,5,1,4,0,0,0,3,3,3,0,0,1,1,3,0.2,0.25,
2019,GIANNIS,0,D'Angelo Russell,BRK,12:05,2,5,2,5,0,0,0,1,1,3,0,0,1,0,6,0.4,0.4,
2019,GIANNIS,0,Nikola Vucevic,ORL,11:38,2,2,0,0,0,0,2,3,5,2,1,0,0,0,4,1,,
2019,GIANNIS,0,Dirk Nowitzki,DAL,3:59,3,3,3,3,0,0,0,0,0,0,0,0,1,0,9,1,1,
